id,code,name,parent_id:id,note,reconcile,type,user_type:id
ECD207040500,2.07.04.05.00,Outras Reservas,ECD20704,"Contas correspondentes às demais reservas não consignadas nos itens anteriores, tais como o saldo devedor ou credor da conta de correção monetária correspondente à diferença, em relação ao ano de 1990, entre o IPC e o BTN Fiscal e o saldo da correção especial das contas do ativo permanente efetuada com base nos arts. 33 e 44 do Decreto no 332, de 1991.",FALSE,other,account.data_account_type_liability
ECD20705,2.07.05,AJUSTES DE AVALIAÇÃO PATRIMONIAL,ECD207,,FALSE,view,account.data_account_type_view
ECD207050100,2.07.05.01.00,Ajustes às Normas Internacionais de Contabilidade,ECD20705,"Contrapartidas de aumentos ou diminuições de valor atribuídos a elementos do ativo e do passivo, em decorrência da sua avaliação a valor justo, nos casos previstos nesta Lei ou, em normas expedidas pela Comissão de Valores Mobiliários, com base na competência conferida pelo § 3o do art. 177 da Lei 6.404/76 (enquanto não computadas no resultado do exercício em obediência ao regime de competência,)",FALSE,other,account.data_account_type_liability
ECD207050101,2.07.05.01.01,(-) Ajustes às Normas Internacionais de Contabilidade,ECD20705,"Contrapartidas de aumentos ou diminuições de valor atribuídos a elementos do ativo e do passivo, em decorrência da sua avaliação a valor justo, nos casos previstos nesta Lei ou, em normas expedidas pela Comissão de Valores Mobiliários, com base na competência conferida pelo § 3o do art. 177 da Lei 6.404/76 (enquanto não computadas no resultado do exercício em obediência ao regime de competência,)",FALSE,other,account.data_account_type_liability
ECD20707,2.07.07,OUTRAS CONTAS,ECD207,,FALSE,view,account.data_account_type_view
ECD207070100,2.07.07.01.00,Lucros Acumulados e/ou Saldo à Disposição da Assembléia,ECD20707,Contas correspondentes aos lucros acumulados ou do saldo à disposição da assembléia.,FALSE,other,account.data_account_type_liability
ECD207070200,2.07.07.02.00,(-) Prejuízos Acumulados,ECD20707,Contas correspondentes aos prejuízos acumulados.,FALSE,other,account.data_account_type_liability
ECD207070300,2.07.07.03.00,(-) Ações em Tesouraria,ECD20707,Contas que registrem as aquisições de ações da própria empresa.,FALSE,other,account.data_account_type_liability
ECD207070400,2.07.07.04.00,Outras Contas do PL,ECD20707,"Outras contas classificáveis no patrimônio líquido que não tenham correspondência nas contas Lucros Acumulados e/ou Saldo à Disposição da Assembléia, Prejuízos Acumulados, Ações em Tesouraria.",FALSE,other,account.data_account_type_liability
ECD208,2.08,PATRIMÔNIO SOCIAL,ECD2,,FALSE,view,account.data_account_type_view
ECD20801,2.08.01,FUNDO PATRIMONIAL,ECD208,,FALSE,view,account.data_account_type_view
ECD208010100,2.08.01.01.00,Fundo Patrimonial,ECD20801,"Contas que registrem, nas instituições imunes ou isentas, o Fundo Patrimonial.",FALSE,other,account.data_account_type_liability
ECD20804,2.08.04,RESERVAS,ECD208,,FALSE,view,account.data_account_type_view
ECD208040100,2.08.04.01.00,Reservas Patrimoniais,ECD20804,"Contas correspondentes, nas instituições imunes ou isentas, às reservas patrimoniais.",FALSE,other,account.data_account_type_liability
ECD208040200,2.08.04.02.00,Reservas Estatutárias,ECD20804,"Contas correspondentes, nas instituições imunes ou isentas, às reservas estatutárias.",FALSE,other,account.data_account_type_liability
ECD20807,2.08.07,OUTRAS CONTAS,ECD208,,FALSE,view,account.data_account_type_view
ECD208070100,2.08.07.01.00,Superávits Acumulados,ECD20807,"Contas correspondentes, nas instituições imunes ou isentas, aos superávits acumulados.",FALSE,other,account.data_account_type_liability
ECD208070200,2.08.07.02.00,Déficits Acumulados,ECD20807,"Contas correspondentes, nas instituições imunes ou isentas, aos déficits acumulados.",FALSE,other,account.data_account_type_liability
ECD3,3,RESULTADO LÍQUIDO DO PERÍODO,ECD0,,FALSE,view,account.data_account_type_view
ECD301,3.01,RESULTADO LÍQUIDO DO PERÍODO ANTES DO IRPJ E DA CSLL - ATIVIDADE GERAL,ECD3,,FALSE,view,account.data_account_type_view
ECD30101,3.01.01,RESULTADO OPERACIONAL,ECD301,,FALSE,view,account.data_account_type_view
ECD3010101,3.01.01.01,RECEITA LIQUIDA,ECD30101,,FALSE,view,account.data_account_type_view
ECD301010101,3.01.01.01.01,RECEITA BRUTA,ECD3010101,,FALSE,view,account.data_account_type_view
ECD3010101010101,3.01.01.01.01.01.01,Receita de Exportação Direta de Mercadorias e Produtos,ECD301010101,Contas que registram o valor da receita auferida em decorrência da exportação direta de mercadorias e produtos.,FALSE,other,account.data_account_type_income
ECD3010101010102,3.01.01.01.01.01.02,Receita de Vendas de Mercadorias e Produtos a Comercial Exportadora com Fim Específico de Exportação,ECD301010101,"Contas que registram o valor da receita auferida em decorrência da venda de mercadorias e produtos a empresa comercial exportadora, com fim específico de exportação.",FALSE,other,account.data_account_type_income
ECD3010101010103,3.01.01.01.01.01.03,Receita de Exportação de Serviços,ECD301010101,Contas que registram o valor da receita auferida em decorrência da exportação direta de serviços,FALSE,other,account.data_account_type_income
ECD3010101010200,3.01.01.01.01.02.00,Receita da Venda no Mercado Interno de Produtos de Fabricação Própria,ECD301010101,"Contas que registram a receita auferida no mercado interno correspondente à venda de produtos de fabricação própria e as receitas auferidas na industrialização por encomenda ou por conta e ordem de terceiros. (Não se incluem o valor correspondente ao Imposto sobre Produtos Industrializados (IPI) cobrado destacadamente do comprador ou contratante, uma vez que o vendedor é mero depositário e este imposto não integra o preço de venda da mercadoria, e, também, o valor correspondente ao ICMS cobrado na condição de substituto.)",FALSE,other,account.data_account_type_income
ECD3010101010300,3.01.01.01.01.03.00,Receita da Revenda de Mercadorias no Mercado Interno,ECD301010101,"Contas que registram receita auferida no mercado interno, correspondente à revenda de mercadorias e o resultado auferido nas operações de conta alheia.",FALSE,other,account.data_account_type_income
ECD3010101010400,3.01.01.01.01.04.00,Receita da Prestação de Serviços - Mercado Interno,ECD301010101,Contas que registram a receita decorrente dos serviços prestados.,FALSE,other,account.data_account_type_income
ECD3010101010500,3.01.01.01.01.05.00,Receita das Unidades Imobiliárias Vendidas,ECD301010101,"As pessoas jurídicas que exploram atividades imobiliárias devem indicar, nestas contas, o montante das receitas das unidades imobiliárias vendidas, apropriadas ao resultado, inclusive as receitas transferidas de Resultados de Exercícios Futuros e os custos recuperados de períodos de apuração anteriores.",FALSE,other,account.data_account_type_income
ECD3010101010600,3.01.01.01.01.06.00,Receita de Locação de Bens Móveis e Imóveis,ECD301010101,Contas que registram a receita decorrente da locação de bens móveis e imóveis,FALSE,other,account.data_account_type_income
ECD3010101010700,3.01.01.01.01.07.00,Outras,ECD301010101,Outras contas que registrem valores componentes da receita bruta não especificadas nos itens anteriores.,FALSE,other,account.data_account_type_income
ECD301010103,3.01.01.01.03,DEDUÇÕES DA RECEITA BRUTA,ECD3010101,,FALSE,view,account.data_account_type_view
ECD3010101030100,3.01.01.01.03.01.00,"(-) Vendas Canceladas, Devoluções e Descontos Incondicionais",ECD301010103,"Contas representativas das vendas canceladas, a devoluções de vendas e a descontos incondicionais concedidos sobre receitas constantes das contas integrantes do grupo RECEITA BRUTA",FALSE,other,account.data_account_type_expense
ECD3010101030200,3.01.01.01.03.02.00,(-) ICMS,ECD301010103,"Contas que registram o total do Imposto Sobre Operações Relativas à Circulação de Mercadorias e Sobre Prestação de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS) calculado sobre as receitas das vendas e de serviços constantes das contas integrantes do grupo RECEITA BRUTA. Informar o resultado da aplicação das alíquotas sobre as respectivas receitas, e não o montante recolhido, durante o período de apuração, pela pessoa jurídica.O valor referente ao ICMS pago como substituto não deve ser incluído nesta conta.",FALSE,other,account.data_account_type_expense
ECD3010101030300,3.01.01.01.03.03.00,(-) Cofins,ECD301010103,"vigente à época da ocorrência dos fatos geradores, incidente sobre as receitas das contas integrantes do grupo RECEITA BRUTA. O valor informado deve ser apurado de forma centralizada pelo estabelecimento matriz, quando a pessoa jurídica possuir mais de um estabelecimento (Lei no 9.779, de 1999, art. 15, III). Não incluir a Cofins incidente sobre as demais receitas operacionais, que deverá ser informada em conta distinta.",FALSE,other,account.data_account_type_expense
ECD3010101030400,3.01.01.01.03.04.00,(-) PIS/Pasep,ECD301010103,"Contas que registram as contribuições para o PIS/Pasep apurado sobre a receita de vendas em consonância com a legislação vigente à época da ocorrência dos fatos geradores, incidente sobre as receitas das contas integrantes do grupo RECEITA BRUTA. O valor informado deve ser apurado de forma centralizada pelo estabelecimento matriz, quando a pessoa jurídica possuir mais de um estabelecimento (Lei no 9.779, de 1999, art. 15, III). Não incluir o PIS/Pasep incidente sobre as demais receitas operacionais, que deverá ser informada em conta distinta.",FALSE,other,account.data_account_type_expense
ECD3010101030500,3.01.01.01.03.05.00,(-) ISS,ECD301010103,"Contas que registram o Imposto sobre Serviço de qualquer Natureza (ISS) relativo às receitas de serviços,conforme legislação específica.",FALSE,other,account.data_account_type_expense
ECD3010101030600,3.01.01.01.03.06.00,(-) Demais Impostos e Contribuições Incidentes sobre Vendas e Serviços,ECD301010103,"Contas que registrem os demais impostos e contribuições incidentes sobre as receitas das vendas de que tratam as contas integrantes do grupo RECEITA BRUTA, que guardem proporcionalidade com o preço e sejam considerados redutores das receitas de vendas.",FALSE,other,account.data_account_type_expense
ECD3010103,3.01.01.03,CUSTO DOS BENS E SERVIÇOS VENDIDOS,ECD30101,,FALSE,view,account.data_account_type_view
ECD301010301,3.01.01.03.01,CUSTO DOS PRODUTOS DE FABRICAÇÃO PRÓPRIA VENDIDOS,ECD3010103,,FALSE,view,account.data_account_type_view
ECD3010103010000,3.01.01.03.01.00.00,Custo dos Produtos de Fabricação Própria Vendidos,ECD301010301,,FALSE,other,account.data_account_type_expense
ECD301010303,3.01.01.03.03,CUSTO DAS MERCADORIAS REVENDIDAS,ECD3010103,,FALSE,view,account.data_account_type_view
ECD3010103030000,3.01.01.03.03.00.00,Custo das Mercadorias Revendidas,ECD301010303,,FALSE,other,account.data_account_type_expense
ECD3010103050000,3.01.01.03.05.00.00,Custo dos Serviços Vendidos,ECD301010303,,FALSE,other,account.data_account_type_expense
ECD301010307,3.01.01.03.07,CUSTO DAS UNIDADES IMOBILIÁRIAS VENDIDAS,ECD3010103,,FALSE,view,account.data_account_type_view
ECD3010103070100,3.01.01.03.07.01.00,Custo das Unidades Imobiliárias Vendidas,ECD301010307,"Contas que registram, na empresa que tiver por objeto a compra de imóveis para venda ou que promover empreendimento de desmembramento ou loteamento de terrenos, incorporação imobiliária ou construção de prédio destinado à venda, os valores dos custos correspondentes às unidades imobiliárias vendidas apropriados ao resultado do período de apuração. A recuperação de custos do próprio período é computada no montante a ser indicado nesta conta. Os custos recuperados correspondentes a períodos de apuração anteriores devem ser indicados na conta Receita das Unidades Imobiliárias Vendidas.",FALSE,other,account.data_account_type_expense
ECD301010309,3.01.01.03.09,AJUSTES DE ESTOQUES DECORRENTES DE ARBITRAMENTO,ECD3010103,,FALSE,view,account.data_account_type_view
ECD3010105,3.01.01.05,OUTRAS RECEITAS OPERACIONAIS,ECD30101,,FALSE,view,account.data_account_type_view
ECD301010501,3.01.01.05.01,OUTRAS RECEITAS OPERACIONAIS,ECD3010105,,FALSE,view,account.data_account_type_view
ECD3010105010100,3.01.01.05.01.01.00,Variações Cambiais Ativas,ECD301010501,"Contas que registram os ganhos apurados em razão de variações ativas Decorrentes da atualização dos direitos de crédito e obrigações, calculados com base nas variações nas taxas de câmbio.Atenção:
1) As variações cambiais ativas decorrentes dos direitos de crédito e de obrigações, em função da taxa de câmbio, são consideradas como receita financeira, inclusive para fins de cálculo do lucro da exploração (Lei nº 9.718, art. 9º c/c art. 17); 2) Nas atividades de compra e venda, loteamento, incorporação e construção de imóveis, as variações cambiais ativas são reconhecidas como receita segundo as normas constantes da IN SRF nº 84/79, de 20 de dezembro de 1979, da IN SRF nº 23/83, de 25 de março de 1983, e da IN SRF nº 67/88, de 21 de abril de 1988 (IN SRF nº 25/99, de 25 de fevereiro de 1999).",FALSE,other,account.data_account_type_income
ECD3010105010200,3.01.01.05.01.02.00,"Ganhos Auferidos no Mercado de Renda Variável, exceto Day-Trade",ECD301010501,"Contas que registram:
a) o somatório dos ganhos auferidos, em cada mês do período de apuração, em operações realizadas nas bolsas de valores, de mercadorias, de futuros e assemelhadas, existentes no País;b) os ganhos auferidos nas alienações, fora de bolsa, de ouro, ativo financeiro, e de participações societárias, exceto as alienações de participações societárias permanentes em sociedades coligadas e controladas e de participações societárias que permanecerem no ativo da pessoa jurídica até o término do ano-calendário seguinte ao de suas aquisições; e c) os rendimentos auferidos em operações de swap e no resgate de quota de fundo de investimento cujas carteiras sejam constituídas, no mínimo, por 67% (sessenta e sete por cento) de ações no mercado à vista de bolsa de valores ou entidade assemelhada (Lei nº 9.532, de 1997, art. 28, alterado pela MP nº 1.636, de 1998, art. 2º, e reedições).Considera-se ganho o resultado positivo auferido nas operações citadas acima, realizadas em cada mês, admitida a dedução dos custos e despesas incorridos, necessários à realização das operações.Atenção:
1) Os ganhos auferidos em operações day-trade devem ser informados em conta específica.2) O valor correspondente às perdas incorridas no mercado de renda variável, exceto day-trade, deve ser informado em conta específica.
3) São consideradas assemelhadas às bolsas de valores, de mercadorias e de futuros as entidades cujo objeto social seja análogo ao das referidas bolsas e que funcionem sob a supervisão e fiscalização da Comissão de Valores Mobiliários (CVM).",FALSE,other,account.data_account_type_income
ECD3010105010300,3.01.01.05.01.03.00,Ganhos em Operações Day-Trade,ECD301010501,"Contas que registram os ganhos diários auferidos, em cada mês do período de apuração, em operações day-trade. Considera-se ganho o resultado positivo auferido nas operações citadas acima, realizadas em cada mês, admitida a dedução dos custos e despesas incorridos, necessários à realização das operações. Não se caracteriza como day-trade o exercício da opção e a venda ou compra do ativo no mercado à vista, no mesmo dia. Também não se caracterizam como day-trade as operações iniciadas por intermédio de uma instituição e encerradas em outra, quando houver a liquidação física mediante movimentação de títulos ou valores mobiliários em custódia. Atenção: o valor correspondente às perdas incorridas nas operações day-trade deve ser informado em conta específica.",FALSE,other,account.data_account_type_income
ECD3010105010400,3.01.01.05.01.04.00,Receitas de Juros sobre o Capital Próprio,ECD301010501,"Contas que registram os juros recebidos, a título de remuneração do capital próprio, em conformidade com o art. 9o da Lei no 9.249, de 1995. O valor informado deve corresponder ao total dos juros recebidos antes do desconto do imposto de renda na fonte. O valor do imposto de renda retido na fonte, para as pessoas jurídicas tributadas pelo lucro real, é considerado antecipação do imposto devido no encerramento do período de apuração ou, ainda, pode ser compensado com aquele que for retido, pela beneficiária, por ocasião do pagamento ou crédito de juros a título de remuneração do capital próprio, ao seu titular ou aos seus sócios.",FALSE,other,account.data_account_type_income
ECD3010105010500,3.01.01.05.01.05.00,Outras Receitas Financeiras,ECD301010501,"Contas que registram receitas auferidas no período de apuração relativas a juros, descontos, lucro na operação de reporte, prêmio de resgate de títulos ou debêntures e rendimento nominal auferido em aplicações financeiras de renda fixa, não incluídas nas contas precedentes deste grupo. As receitas dessa natureza, derivadas de operações com títulos vencíveis após o encerramento do período de apuração, serão rateadas segundo o regime de competência.Atenção: 1) As variações monetárias ativas decorrentes da atualização dos direitos de crédito e das obrigações, em função de índices ou coeficientes aplicáveis por disposição legal ou contratual, devem ser informadas como receita financeira; 2) As variações cambiais ativas devem ser informadas na conta Variações Cambiais Ativas.",FALSE,other,account.data_account_type_income
ECD3010105010600,3.01.01.05.01.06.00,Ganhos na Alienação de Participações Não Integrantes do Ativo Permanente,ECD301010501,"Contas que registram os ganhos auferidos na alienação de ações, títulos ou quotas de capital não integrantes do ativo permanente, desde que não incluídos na conta Ganhos Auferidos no Mercado de Renda Variável, exceto Day-Trade.",FALSE,other,account.data_account_type_income
ECD3010105010700,3.01.01.05.01.07.00,Resultados Positivos em Participações Societárias,ECD301010501,"Contas que registram:
a) os lucros e dividendos derivados de investimentos avaliados pelo custo de aquisição;
b) os ganhos por ajustes no valor de investimentos relevantes avaliados pelo método da equivalência patrimonial, decorrentes de lucros apurados nas controladas e coligadas. Atenção: considera-se controlada a filial, a agência, a sucursal, a dependência ou o escritório de representação no exterior, sempre que os respectivos ativos e passivos não estejam incluídos na contabilidade da investidora, por força de normatização específica.

c) as bonificações recebidas. Atenção: 1) as bonificações recebidas, decorrentes da incorporação de lucros ou reservas não tributados na forma do art. 35 da Lei nº 7.713, de 1988, ou apurados nos anos-calendário de 1994 ou 1995, são consideradas a custo zero, não afetando o valor do investimento nem o resultado do período de apuração (art. 3º da Lei nº 8.849, de 1994, e art. 3º da Lei nº 9.064, de 1995). 2) o caso de investimento avaliado pelo custo de aquisição, as bonificações recebidas, decorrentes da incorporação de lucros ou reservas tributados na forma do art. 35 da Lei nº 7.713, de 1988, e de lucros ou reservas apurados no ano-calendário de 1993 ou a partir do ano-calendário de 1996, são registradas tomando-se como custo o valor da parcela dos lucros ou reservas capitalizados.
d) os lucros e dividendos de participações societárias avaliadas pelo custo de aquisição; Atenção: os lucros ou dividendos recebidos em decorrência de participações societárias avaliadas pelo custo de aquisição adquiridas até 6 (seis) meses antes da data do recebimento devem ser registrados como diminuição do valor do custo, não sendo incluídos nesta conta. 
e) os resultados positivos decorrentes de participações societárias no exterior avaliadas pelo patrimônio líquido, os dividendos de participações avaliadas pelo custo de aquisição e os resultados de equivalência patrimonial relativos a filiais, sucursais ou agências da pessoa jurídica localizadas no exterior, em decorrência de operações realizadas naquelas filiais, sucursais ou agências. Os lucros auferidos no exterior serão adicionados ao lucro líquido, para efeito de determinação do lucro real, no período de apuração correspondente ao balanço levantado em 31 de dezembro do ano-calendário em que tiverem sido disponibilizados, observando-se o disposto nos arts. 394 e 395 do Decreto nº 3.000, de 1999, e no art. 74 da Medida Provisória nº 2.158-35, de 24 de agosto de 2001.",FALSE,other,account.data_account_type_income
ECD3010105010710,3.01.01.05.01.07.10,Amortização de Deságio nas Aquisições de Investimentos Avaliados pelo Patrimônio Líquido,ECD301010501,"Contas que registram as amortizações de deságios nas aquisições de investimentos avaliados pelo patrimônio líquido. O valor amortizado que for excluído do lucro líquido para determinação do lucro real deve ser controlado na Parte B do Livro de Apuração do Lucro Real até a alienação ou baixa da participação societária, quando, então, deve ser adicionado ao lucro líquido para determinação do lucro real no período de apuração em que for computado o ganho ou perda de capital havido.",FALSE,other,account.data_account_type_income
ECD3010105010800,3.01.01.05.01.08.00,Resultados Positivos em SCP,ECD301010501,"Conta utilizada pelas pessoas jurídicas que forem sócias ostensivas de sociedades em conta de participação, para o registro: 
a) de lucros derivados de participação em SCP, avaliadas pelo custo de aquisição;b) dos ganhos por ajustes no valor de participação em SCP, avaliadas pelo método da equivalência patrimonial.Atenção: os lucros recebidos de investimento em SCP, avaliado pelo custo de aquisição, ou a contrapartida do ajuste do investimento ao valor do patrimônio líquido da SCP, no caso de investimento avaliado por esse método, podem ser excluídos na determinação do lucro real dos sócios, pessoas jurídicas, das referidas sociedades (Decreto nº 3.000, de 1999, art. 149).",FALSE,other,account.data_account_type_income
ECD3010105010900,3.01.01.05.01.09.00,Rendimentos e Ganhos de Capital Auferidos no Exterior,ECD301010501,"Contas que registram os rendimentos e ganhos de capital auferidos no exterior diretamente pela pessoa jurídica domiciliada no Brasil, pelos seus valores antes de descontado o tributo pago no país de origem. Esses valores podem, no caso de apuração trimestral do imposto, ser excluídos na apuração do lucro real do 1o ao 3o trimestres, devendo ser adicionados ao lucro líquido na apuração do lucro real referente ao 4º trimestre. Atenção: Os ganhos de capital referentes a alienações de bens e direitos do ativo permanente situados no exterior devem ser informados na conta Outras Receitas Não Operacionais..",FALSE,other,account.data_account_type_income
ECD3010105011000,3.01.01.05.01.10.00,Reversão dos Saldos das Provisões Operacionais,ECD301010501,"Contas que registram a reversão de saldos não utilizados das provisões constituídas no balanço do período de apuração imediatamente anterior para fins de apuração do lucro real (Lei no 9.430, de 1996, art. 14).",FALSE,other,account.data_account_type_income
ECD3010105011010,3.01.01.05.01.10.10,Prêmios Recebidos na Emissão de Debêntures,ECD301010501,"Contas que registram, a partir de 01.01.2008, os prêmios recebidos na emissão de debêntures.",FALSE,other,account.data_account_type_income
ECD3010105011020,3.01.01.05.01.10.20,Doações e Subvenções para Investimentos,ECD301010501,"Contas que registram, a partir de 01.01.2008, as doações e subvenções para investimento.",FALSE,other,account.data_account_type_income
ECD3010105011030,3.01.01.05.01.10.30,Contrapartida dos Ajustes ao Valor Presente,ECD301010501,"Contrapartida do ajuste ao valor presente dos elementos do ativo e do passivo (art. 183, inciso VIII, e art. 184, inciso III da Lei 6.404/76)",FALSE,other,account.data_account_type_income
ECD3010105011040,3.01.01.05.01.10.40,Contrapartida de outros Ajustes às Normas Internacionais de Contabilidade,ECD301010501,Contrapartida de outros ajustes decorrentes da adequação às Normas Internacionais de Contabilidade,FALSE,other,account.data_account_type_income
ECD3010105011100,3.01.01.05.01.11.00,Outras Receitas Operacionais,ECD301010501,"Contas que registram todas as demais receitas que, por definição legal, sejam consideradas operacionais, tais como:
a) aluguéis de bens por empresa que não tenha por objeto a locação de móveis e imóveis;
b) recuperações de despesas operacionais de períodos de apuração anteriores, tais como: prêmios de seguros, importâncias levantadas das contas vinculadas do FGTS, ressarcimento de desfalques, roubos e furtos, etc. As recuperações de custos e despesas no decurso do próprio período de apuração devem ser creditadas diretamente às contas de resultado em que foram debitadas; 
c) os créditos presumidos do IPI para ressarcimento do valor da Contribuição ao PIS/Pasep e Cofins;
d) multas ou vantagens a título de indenização em virtude de rescisão contratual (Lei nº 9.430, de 1996, art. 70, § 3º, II);
e) o crédito presumido da contribuição para o PIS/Pasep e da Cofins concedido na forma do art. 3º da Lei nº 10.147, de 2000.",FALSE,other,account.data_account_type_income
ECD3010107,3.01.01.07,DESPESAS OPERACIONAIS,ECD30101,,FALSE,view,account.data_account_type_view
ECD301010701,3.01.01.07.01,DESPESAS OPERACIONAIS DAS ATIVIDADES EM GERAL,ECD3010107,,FALSE,view,account.data_account_type_view
ECD3010107010100,3.01.01.07.01.01.00,Remuneração a Dirigentes e a Conselho de Administração,ECD301010701,"Contas que registram a despesa incorrida relativa à remuneração mensal e fixa atribuída ao titular de firma individual, aos sócios, diretores e administradores de sociedades, ou aos representantes legais de sociedades estrangeiras, as despesas incorridas com os salários indiretos concedidos pela empresa a 
administradores, diretores, gerentes e seus assessores (PN Cosit nº 11, de 1992), e o valor referente às remunerações atribuídas aos membros do conselho fiscal/administração/consultivo.",FALSE,other,account.data_account_type_expense
ECD3010107010201,3.01.01.07.01.02.01,"Ordenados, Salários Gratificações e Outras Remunerações a Empregados",ECD301010701,"Contas que registram as despesas com ordenados, salários, gratificações e outras despesas com empregados, tais como: comissões, moradia, seguro de vida e outras de caráter remuneratório.
Atenção:
1) As despesas correspondentes a salários, ordenados, gratificações e outras remunerações referentes à área de saúde, tais como assistência médica, odontológica e farmacêutica, devem ser indicadas na conta específica.
2) Não deve ser informado nesta conta o valor referente às participações dos empregados no lucro da pessoa jurídica. Esse valor deve ser informado na conta Participações de Empregados.",FALSE,other,account.data_account_type_expense
ECD3010107010203,3.01.01.07.01.02.03,Planos de Poupança e Investimentos de Empregados,ECD301010701,Contas que registram o valor total dos gastos efetuados com Planos de Poupança e Investimentos (PAIT).,FALSE,other,account.data_account_type_expense
ECD3010107010205,3.01.01.07.01.02.05,Fundo de Aposentadoria Programada Individual de Empregados,ECD301010701,Contas que registram o valor total dos gastos efetuados com Fundos de Aposentadoria Programada Individual (FAPI).,FALSE,other,account.data_account_type_expense
ECD3010107010207,3.01.01.07.01.02.07,Plano de Previdência Privada de Empregados,ECD301010701,Contas que registram o valor total dos gastos efetuados com Planos de Previdência Privada.,FALSE,other,account.data_account_type_expense
ECD3010107010209,3.01.01.07.01.02.09,Outros Gastos com Pessoal,ECD301010701,"Contas que registram os gastos com empregados não enquadrados nas contas precedentes
Atenção: 
1) As despesas correspondentes a salários, ordenados, gratificações e outras remunerações referentes à área de saúde, tais como assistência médica, odontológica e farmacêutica, devem ser indicadas na conta Assistência Médica, Odontológica e Farmacêutica a Empregados;
2) não deve ser informado nesta conta o valor referente às participações dos empregados no lucro da pessoa jurídica. Esse valor deve ser informado na conta Participações de Empregados.",FALSE,other,account.data_account_type_expense
ECD3010107010300,3.01.01.07.01.03.00,Prestação de Serviços por Pessoa Física sem Vínculo Empregatício,ECD301010701,"Contas que registram, salvo se houver conta mais específica, as despesas correspondentes aos serviços prestados por pessoa física que não tenha vínculo empregatício com a pessoa jurídica, tais como: comissões, corretagens, gratificações, honorários, direitos autorais e outras remunerações, inclusive as relativas a empreitadas de obras exclusivamente de trabalho e as decorrentes de fretes e carretos em geral.",FALSE,other,account.data_account_type_expense
ECD3010107010400,3.01.01.07.01.04.00,Prestação de Serviço Pessoa Jurídica,ECD301010701,"Contas que registram, salvo se houver conta mais específica, o valor das despesas correspondentes aos serviços prestados por outra pessoa jurídica à pessoa jurídica declarante.",FALSE,other,account.data_account_type_expense
ECD3010107010401,3.01.01.07.01.04.01,Serviços Prestados por Cooperativa de Trabalho,ECD301010701,Contas que registram os serviços prestados por cooperativa de trabalho,FALSE,other,account.data_account_type_expense
ECD3010107010402,3.01.01.07.01.04.02,Locação de Mão-de-obra,ECD301010701,"Contas que registram o valor total dos gastos efetuados no período com a contratação de serviços executados mediante cessão de mão-de-obra ou empreitada, inclusive em regime temporário, sujeitos à retenção de contribuição previdenciária, nos termos do art. 219 do Regulamento da Previdência Social - RPS, aprovado pelo Decreto nº 3.048, de 1999",FALSE,other,account.data_account_type_expense
ECD3010107010500,3.01.01.07.01.05.00,Encargos Sociais - Previdência Social,ECD301010701,"Contas que registram as contribuições para a Previdência Social, não computadas nos custos (inclusive dos dirigentes - PN CST no 35, de 31 de agosto de 1981).",FALSE,other,account.data_account_type_expense
ECD3010107010600,3.01.01.07.01.06.00,Encargos Sociais - FGTS,ECD301010701,"Contas que registram as contribuições para a o FGTS, não computadas nos custos (inclusive dos dirigentes - PN CST no 35, de 31 de agosto de 1981).",FALSE,other,account.data_account_type_expense
ECD3010107010700,3.01.01.07.01.07.00,Encargos Sociais - Outros,ECD301010701,"Contas que registram os demais encargos sociais, não computados nos custos ou nas contas Encargos Sociais - Previdência Social ou Encargos Sociais - FGTS",FALSE,other,account.data_account_type_expense
ECD3010107010800,3.01.01.07.01.08.00,Doações e Patrocínios de Caráter Cultural e Artístico (Lei no 8.313/1991),ECD301010701,"Contas que registram as doações e patrocínios efetuados no período de apuração em favor de projetos culturais previamente aprovados pelo Ministério da Cultura ou pela Agência Nacional do Cinema (Ancine), observada a legislação de concessão dos projetos.",FALSE,other,account.data_account_type_expense
ECD3010107010900,3.01.01.07.01.09.00,"Doações a Instituições de Ensino e Pesquisa (Lei nº 9.249/1995, art.13, § 2º)",ECD301010701,"Contas que registram as doações a instituições de ensino e pesquisa cuja criação tenha sido autorizada por lei federal e que preencham os requisitos dos incisos I e II do art. 213 da Constituição Federal, de 1988, que são:
a) comprovação de finalidade não-lucrativa e aplicação dos excedentes financeiros em educação;
b) assegurar a destinação do seu patrimônio a outra escola comunitária, filantrópica ou confessional, ou ao Poder Público, no caso de encerramento de suas atividades.",FALSE,other,account.data_account_type_expense
ECD3010107011000,3.01.01.07.01.10.00,Doações a Entidades Civis,ECD301010701,"Contas que registram as doações efetuadas a:
a) entidades civis, legalmente constituídas no Brasil, sem fins lucrativos, que prestem serviços gratuitos em benefício de empregados da pessoa jurídica doadora, e respectivos dependentes, ou em benefício da comunidade na qual atuem; e
b) Organizações da Sociedade Civil de Interesse Público (OSCIP), qualificadas segundo as normas estabelecidas na Lei no 9.790, de 23 de março de 1999.",FALSE,other,account.data_account_type_expense
ECD3010107011100,3.01.01.07.01.11.00,Outras Contribuições e Doações,ECD301010701,"Contas que registram as doações feitas, entre outras, aos Fundos controlados pelos Conselhos Municipais, Estaduais e Nacional dos Direitos da Criança e do Adolescente.",FALSE,other,account.data_account_type_expense
